Gene stable ID	Gene stable ID version	NCBI gene ID	HGNC symbol
ENSG00000230479	ENSG00000230479.1		
ENSG00000149761	ENSG00000149761.8	84304	NUDT22
ENSG00000270718	ENSG00000270718.1		
ENSG00000238108	ENSG00000238108.1		
ENSG00000271443	ENSG00000271443.1		
ENSG00000254315	ENSG00000254315.1		
ENSG00000231175	ENSG00000231175.1	440704	LINC01720
ENSG00000236025	ENSG00000236025.1		
ENSG00000164944	ENSG00000164944.11	25962	VIRMA
ENSG00000120498	ENSG00000120498.13	56159	TEX11
ENSG00000234661	ENSG00000234661.2	101927193	CHL1-AS1
ENSG00000228803	ENSG00000228803.1		MTCYBP42
ENSG00000224318	ENSG00000224318.5	101927174	CHL1-AS2
ENSG00000270209	ENSG00000270209.1		
ENSG00000228020	ENSG00000228020.2		HNRNPA1P46
ENSG00000261642	ENSG00000261642.1		
ENSG00000101448	ENSG00000101448.13	57119	EPPIN
ENSG00000282498	ENSG00000282498.1		
ENSG00000198284	ENSG00000198284.9	255330	NUP210P1
ENSG00000270120	ENSG00000270120.1		
ENSG00000261644	ENSG00000261644.2		
ENSG00000234513	ENSG00000234513.1		
ENSG00000274233	ENSG00000274233.4	6352	CCL5
ENSG00000184530	ENSG00000184530.8	352999	C6orf58
ENSG00000075223	ENSG00000075223.13	10512	SEMA3C
ENSG00000229998	ENSG00000229998.8	170954	PPP1R18
ENSG00000167207	ENSG00000167207.12	64127	NOD2
ENSG00000280145	ENSG00000280145.3		
ENSG00000134121	ENSG00000134121.9	10752	CHL1
ENSG00000233963	ENSG00000233963.2		ATP8A2P3
ENSG00000211747	ENSG00000211747.3		TRBV20-1
ENSG00000234706	ENSG00000234706.1		PRUNEP1
ENSG00000251578	ENSG00000251578.1		TRBV21-1
ENSG00000240578	ENSG00000240578.1		TRBV22-1
ENSG00000260398	ENSG00000260398.1		
ENSG00000284240	ENSG00000284240.1		
ENSG00000278878	ENSG00000278878.1		
ENSG00000211749	ENSG00000211749.1		TRBV23-1
ENSG00000271187	ENSG00000271187.1		
ENSG00000196091	ENSG00000196091.13	4604	MYBPC1
ENSG00000211750	ENSG00000211750.2		TRBV24-1
ENSG00000204568	ENSG00000204568.11	28973	MRPS18B
ENSG00000270672	ENSG00000270672.1	100463482	MTRNR2L6
ENSG00000104518	ENSG00000104518.10	79792	GSDMD
ENSG00000261471	ENSG00000261471.1		
ENSG00000229900	ENSG00000229900.1		HSPD1P21
ENSG00000103187	ENSG00000103187.7	23406	COTL1
ENSG00000243543	ENSG00000243543.8	140870	WFDC6
ENSG00000143013	ENSG00000143013.12	8543	LMO4
ENSG00000163590	ENSG00000163590.13	151742	PPM1L
ENSG00000120664	ENSG00000120664.10		SPART-AS1
ENSG00000149781	ENSG00000149781.12	83706	FERMT3
ENSG00000153684	ENSG00000153684.14	283768	GOLGA8F
ENSG00000153684	ENSG00000153684.14	100132565	GOLGA8F
ENSG00000240135	ENSG00000240135.1		PSMD12P
ENSG00000237637	ENSG00000237637.1		FRY-AS1
ENSG00000249139	ENSG00000249139.1	100526773	EPPIN-WFDC6
ENSG00000233882	ENSG00000233882.2		LINC01680
ENSG00000271277	ENSG00000271277.1		
ENSG00000184292	ENSG00000184292.6	4070	TACSTD2
ENSG00000223344	ENSG00000223344.1		
ENSG00000249505	ENSG00000249505.1		
ENSG00000228215	ENSG00000228215.2		
ENSG00000260616	ENSG00000260616.6		
ENSG00000259878	ENSG00000259878.1		
ENSG00000261648	ENSG00000261648.1		
ENSG00000166104	ENSG00000166104.14		
ENSG00000232135	ENSG00000232135.1		
ENSG00000169704	ENSG00000169704.4	2815	GP9
ENSG00000213547	ENSG00000213547.3		VN1R64P
ENSG00000271266	ENSG00000271266.1		LAPTM4BP2
ENSG00000253907	ENSG00000253907.1		
ENSG00000261475	ENSG00000261475.2		LINC02190
ENSG00000103932	ENSG00000103932.11	26015	RPAP1
ENSG00000243244	ENSG00000243244.5	11037	STON1
ENSG00000236642	ENSG00000236642.1		MICF
ENSG00000238004	ENSG00000238004.1		
ENSG00000260883	ENSG00000260883.1		VN1R65P
ENSG00000282499	ENSG00000282499.1		TRBV25-1
ENSG00000083799	ENSG00000083799.17	1540	CYLD
ENSG00000235949	ENSG00000235949.1		
ENSG00000225069	ENSG00000225069.3		
ENSG00000223537	ENSG00000223537.2		
ENSG00000156103	ENSG00000156103.15	4325	MMP16
ENSG00000204569	ENSG00000204569.9	5514	PPP1R10
ENSG00000237218	ENSG00000237218.3		HLA-H
ENSG00000239992	ENSG00000239992.1		TRBVA
ENSG00000155085	ENSG00000155085.15	221264	AK9
ENSG00000162989	ENSG00000162989.4	3760	KCNJ3
ENSG00000136710	ENSG00000136710.9	84317	CCDC115
ENSG00000226736	ENSG00000226736.1		HCG4P7
ENSG00000249912	ENSG00000249912.1		TRBV26
ENSG00000144035	ENSG00000144035.3	9027	NAT8
ENSG00000281094	ENSG00000281094.1		
ENSG00000278885	ENSG00000278885.1		
ENSG00000230725	ENSG00000230725.5	284798	
ENSG00000261741	ENSG00000261741.5	102724018	FRG2KP
ENSG00000196369	ENSG00000196369.11	647135	SRGAP2B
ENSG00000264666	ENSG00000264666.1		
ENSG00000133027	ENSG00000133027.17	10400	PEMT
ENSG00000260062	ENSG00000260062.3		GOLGA2P11
ENSG00000196683	ENSG00000196683.10	54543	TOMM7
ENSG00000260375	ENSG00000260375.1		
ENSG00000241911	ENSG00000241911.1		TRBVB
ENSG00000224862	ENSG00000224862.1	105375014	LINC02570
ENSG00000235673	ENSG00000235673.1		
ENSG00000188786	ENSG00000188786.9	4520	MTF1
ENSG00000235720	ENSG00000235720.1		GABPAP
ENSG00000089693	ENSG00000089693.10	8079	MLF2
ENSG00000236299	ENSG00000236299.7		
ENSG00000230422	ENSG00000230422.1		TMPOP1
ENSG00000211752	ENSG00000211752.3		TRBV27
ENSG00000231276	ENSG00000231276.2		E2F4P1
ENSG00000164627	ENSG00000164627.17	221458	KIF6
ENSG00000284621	ENSG00000284621.1		
ENSG00000207751	ENSG00000207751.3		MIR130B
ENSG00000107562	ENSG00000107562.16	6387	CXCL12
ENSG00000232801	ENSG00000232801.1		SDCBPP3
ENSG00000235207	ENSG00000235207.1		TUBBP6
ENSG00000100027	ENSG00000100027.14	29799	YPEL1
ENSG00000227755	ENSG00000227755.1		
ENSG00000172780	ENSG00000172780.16	339122	RAB43
ENSG00000231317	ENSG00000231317.1		
ENSG00000189145	ENSG00000189145.7		
ENSG00000109270	ENSG00000109270.12	8649	LAMTOR3
ENSG00000216866	ENSG00000216866.5		RPS2P55
ENSG00000236042	ENSG00000236042.2		
ENSG00000007968	ENSG00000007968.6	1870	E2F2
ENSG00000237931	ENSG00000237931.1		CLIC4P3
ENSG00000225545	ENSG00000225545.1		
ENSG00000131650	ENSG00000131650.13	79412	KREMEN2
ENSG00000225622	ENSG00000225622.1		PPIAP17
ENSG00000178248	ENSG00000178248.11	388882	LINC01658
ENSG00000163016	ENSG00000163016.9	200420	ALMS1P1
ENSG00000238025	ENSG00000238025.1		ZDHHC4P1
ENSG00000230187	ENSG00000230187.1		
ENSG00000139239	ENSG00000139239.7		RPL14P1
ENSG00000284630	ENSG00000284630.1		
ENSG00000133106	ENSG00000133106.14	94240	EPSTI1
ENSG00000284651	ENSG00000284651.1		
ENSG00000281743	ENSG00000281743.1		
ENSG00000213747	ENSG00000213747.2		
ENSG00000242308	ENSG00000242308.2		
ENSG00000284654	ENSG00000284654.1		
ENSG00000240893	ENSG00000240893.1	101929694	LINC02042
ENSG00000272954	ENSG00000272954.1		
ENSG00000281738	ENSG00000281738.1		LINC01839
ENSG00000261296	ENSG00000261296.1		
ENSG00000257779	ENSG00000257779.1		
ENSG00000276075	ENSG00000276075.1		
ENSG00000225413	ENSG00000225413.2		LINC02557
ENSG00000204872	ENSG00000204872.4	51471	NAT8B
ENSG00000091482	ENSG00000091482.5	23676	SMPX
ENSG00000280623	ENSG00000280623.1		PCAT14
ENSG00000260894	ENSG00000260894.1		
ENSG00000260957	ENSG00000260957.1		
ENSG00000250517	ENSG00000250517.2		LDHAL6CP
ENSG00000261396	ENSG00000261396.1		
ENSG00000259557	ENSG00000259557.2		HMGN1P26
ENSG00000277199	ENSG00000277199.1		LINC01632
ENSG00000257235	ENSG00000257235.1		
ENSG00000250962	ENSG00000250962.1		
ENSG00000262231	ENSG00000262231.1		
ENSG00000271644	ENSG00000271644.1		
ENSG00000278273	ENSG00000278273.1		
ENSG00000253553	ENSG00000253553.5		
ENSG00000273825	ENSG00000273825.1		
ENSG00000237703	ENSG00000237703.8	10107	TRIM10
ENSG00000128322	ENSG00000128322.6	3543	IGLL1
ENSG00000171786	ENSG00000171786.5	4807	NHLH1
ENSG00000226990	ENSG00000226990.1		
ENSG00000224363	ENSG00000224363.2		
ENSG00000281250	ENSG00000281250.1		LINC02054
ENSG00000242770	ENSG00000242770.2		
ENSG00000185737	ENSG00000185737.12	10718	NRG3
ENSG00000100376	ENSG00000100376.11	55007	FAM118A
ENSG00000271251	ENSG00000271251.1		
ENSG00000223725	ENSG00000223725.6		
ENSG00000240804	ENSG00000240804.1		NPM1P28
ENSG00000206531	ENSG00000206531.10	344807	CD200R1L
ENSG00000279788	ENSG00000279788.1		
ENSG00000259102	ENSG00000259102.2		SMARCE1P3
ENSG00000204272	ENSG00000204272.12	550643	NBDY
ENSG00000213771	ENSG00000213771.3		KRT8P37
ENSG00000273528	ENSG00000273528.4	79166	LILRP2
ENSG00000262609	ENSG00000262609.1		BTF3P14
ENSG00000239661	ENSG00000239661.1		
ENSG00000198736	ENSG00000198736.11	51734	MSRB1
ENSG00000149743	ENSG00000149743.13	83707	TRPT1
ENSG00000224605	ENSG00000224605.1		
ENSG00000259882	ENSG00000259882.2		
ENSG00000255420	ENSG00000255420.1	103581031	CASC23
ENSG00000270972	ENSG00000270972.1		
ENSG00000233276	ENSG00000233276.3	2876	GPX1
ENSG00000224944	ENSG00000224944.1		CASC6
ENSG00000236420	ENSG00000236420.1		CHCHD3P1
ENSG00000224277	ENSG00000224277.5		
ENSG00000258906	ENSG00000258906.2		
ENSG00000277456	ENSG00000277456.1		
ENSG00000239922	ENSG00000239922.1		
ENSG00000248850	ENSG00000248850.1		
ENSG00000262095	ENSG00000262095.1		MTATP6P25
ENSG00000273670	ENSG00000273670.1		LILRP1
ENSG00000279923	ENSG00000279923.1		
ENSG00000187944	ENSG00000187944.2	401027	C2orf66
ENSG00000147443	ENSG00000147443.12	9046	DOK2
ENSG00000110987	ENSG00000110987.8	605	BCL7A
ENSG00000204271	ENSG00000204271.12	169981	SPIN3
ENSG00000258096	ENSG00000258096.1		
ENSG00000219087	ENSG00000219087.2		MTND4LP19
ENSG00000134294	ENSG00000134294.13	54407	SLC38A2
ENSG00000220340	ENSG00000220340.1		MTCO1P56
ENSG00000276647	ENSG00000276647.1		
ENSG00000180354	ENSG00000180354.15	222166	MTURN
ENSG00000123146	ENSG00000123146.19	976	ADGRE5
ENSG00000175894	ENSG00000175894.14	54084	TSPEAR
ENSG00000278656	ENSG00000278656.4	3812	KIR3DL2
ENSG00000237865	ENSG00000237865.3		SUCLA2P1
ENSG00000257664	ENSG00000257664.1		RSL24D1P5
ENSG00000240682	ENSG00000240682.9	57461	ISY1
ENSG00000221883	ENSG00000221883.2	646450	ARIH2OS
ENSG00000137321	ENSG00000137321.7		RANP1
ENSG00000280176	ENSG00000280176.1		
ENSG00000204420	ENSG00000204420.8	80739	MPIG6B
ENSG00000258441	ENSG00000258441.1	283624	LINC00641
ENSG00000260518	ENSG00000260518.1		BMS1P8
ENSG00000228357	ENSG00000228357.2	7923	HSD17B8
ENSG00000178149	ENSG00000178149.16	55152	DALRD3
ENSG00000204362	ENSG00000204362.6	400743	
ENSG00000077327	ENSG00000077327.15	9576	SPAG6
ENSG00000282843	ENSG00000282843.1		
ENSG00000281197	ENSG00000281197.2		TNFRSF14-AS1
ENSG00000233124	ENSG00000233124.1		LINC00456
ENSG00000143171	ENSG00000143171.12	6258	RXRG
ENSG00000142623	ENSG00000142623.9	29943	PADI1
ENSG00000028528	ENSG00000028528.14	6642	SNX1
ENSG00000248924	ENSG00000248924.2		
ENSG00000255856	ENSG00000255856.2		
ENSG00000183513	ENSG00000183513.8	493753	COA5
ENSG00000245112	ENSG00000245112.2		SMARCA5-AS1
ENSG00000251660	ENSG00000251660.1		
ENSG00000230751	ENSG00000230751.1		
ENSG00000153147	ENSG00000153147.5	8467	SMARCA5
ENSG00000054523	ENSG00000054523.17	23095	KIF1B
ENSG00000154813	ENSG00000154813.9	285381	DPH3
ENSG00000273936	ENSG00000273936.4	8764	TNFRSF14
ENSG00000218986	ENSG00000218986.1		
ENSG00000229395	ENSG00000229395.1		
ENSG00000232227	ENSG00000232227.5		
ENSG00000166148	ENSG00000166148.3	552	AVPR1A
ENSG00000169241	ENSG00000169241.17	55974	SLC50A1
ENSG00000176826	ENSG00000176826.15	360132	FKBP9P1
ENSG00000261614	ENSG00000261614.1		
ENSG00000224693	ENSG00000224693.1		HLA-T
ENSG00000228649	ENSG00000228649.8		SNHG26
ENSG00000279444	ENSG00000279444.1		
ENSG00000235360	ENSG00000235360.2	57827	C6orf47
ENSG00000235052	ENSG00000235052.1		
ENSG00000257332	ENSG00000257332.1		HNRNPA1P69
ENSG00000235516	ENSG00000235516.1		C6orf47-AS1
ENSG00000139793	ENSG00000139793.18	10150	MBNL2
ENSG00000261524	ENSG00000261524.1		ABCB10P3
ENSG00000258117	ENSG00000258117.2		
ENSG00000225738	ENSG00000225738.2		NRG3-AS1
ENSG00000272733	ENSG00000272733.1		
ENSG00000276928	ENSG00000276928.1		
ENSG00000278655	ENSG00000278655.1		
ENSG00000150048	ENSG00000150048.10	51267	CLEC1A
ENSG00000231324	ENSG00000231324.1		
ENSG00000229458	ENSG00000229458.2		
ENSG00000279728	ENSG00000279728.1		
ENSG00000224376	ENSG00000224376.1		
ENSG00000221837	ENSG00000221837.5	386676	KRTAP10-9
ENSG00000165487	ENSG00000165487.13	221154	MICU2
ENSG00000274532	ENSG00000274532.1		
ENSG00000130349	ENSG00000130349.9	51250	C6orf203
ENSG00000089177	ENSG00000089177.18	55614	KIF16B
ENSG00000284628	ENSG00000284628.1		
ENSG00000224569	ENSG00000224569.3		
ENSG00000241123	ENSG00000241123.1	386680	KRTAP10-5
ENSG00000226329	ENSG00000226329.2		
ENSG00000159263	ENSG00000159263.15	6493	SIM2
ENSG00000243489	ENSG00000243489.4	386678	KRTAP10-11
ENSG00000229880	ENSG00000229880.1		IMMTP1
ENSG00000260159	ENSG00000260159.1		
ENSG00000212933	ENSG00000212933.1	386684	KRTAP12-4
ENSG00000215454	ENSG00000215454.6	386672	KRTAP10-4
ENSG00000265511	ENSG00000265511.1		
ENSG00000219284	ENSG00000219284.2		
ENSG00000092096	ENSG00000092096.16	51310	SLC22A17
ENSG00000151164	ENSG00000151164.18	144715	RAD9B
ENSG00000218187	ENSG00000218187.2		
ENSG00000235303	ENSG00000235303.1		
ENSG00000230797	ENSG00000230797.2	404281	YY2
ENSG00000260212	ENSG00000260212.1		
ENSG00000221864	ENSG00000221864.4	353323	KRTAP12-2
ENSG00000012174	ENSG00000012174.11	51360	MBTPS2
ENSG00000219699	ENSG00000219699.2		
ENSG00000215455	ENSG00000215455.4	386677	KRTAP10-1
ENSG00000117318	ENSG00000117318.8	3399	ID3
ENSG00000272804	ENSG00000272804.3	386675	KRTAP10-7
ENSG00000188155	ENSG00000188155.11	386674	KRTAP10-6
ENSG00000182912	ENSG00000182912.6		TSPEAR-AS2
ENSG00000135686	ENSG00000135686.12	79786	KLHL36
ENSG00000159496	ENSG00000159496.14	266747	RGL4
ENSG00000219867	ENSG00000219867.1		
ENSG00000187175	ENSG00000187175.5	353332	KRTAP12-1
ENSG00000145604	ENSG00000145604.15	6502	SKP2
ENSG00000221963	ENSG00000221963.5	80830	APOL6
ENSG00000189169	ENSG00000189169.7	386685	KRTAP10-12
ENSG00000230022	ENSG00000230022.1		FNTAP2
ENSG00000233071	ENSG00000233071.3		RPSAP59
ENSG00000253339	ENSG00000253339.1		
ENSG00000166930	ENSG00000166930.6	64232	MS4A5
ENSG00000261796	ENSG00000261796.1	100534599	ISY1-RAB43
ENSG00000253235	ENSG00000253235.1		
ENSG00000235890	ENSG00000235890.2		TSPEAR-AS1
ENSG00000224269	ENSG00000224269.1		
ENSG00000214089	ENSG00000214089.3		RPL9P21
ENSG00000205445	ENSG00000205445.3		KRTAP10-2
ENSG00000224971	ENSG00000224971.1		SUMO2P3
ENSG00000102409	ENSG00000102409.9	56271	BEX4
ENSG00000205439	ENSG00000205439.10	386683	KRTAP12-3
ENSG00000212935	ENSG00000212935.1	386682	KRTAP10-3
ENSG00000162073	ENSG00000162073.13	124222	PAQR4
ENSG00000230254	ENSG00000230254.7	3133	HLA-E
ENSG00000187766	ENSG00000187766.1	386681	KRTAP10-8
ENSG00000236382	ENSG00000236382.1		KRTAP10-13P
ENSG00000150681	ENSG00000150681.9	64407	RGS18
ENSG00000273174	ENSG00000273174.1		
ENSG00000221859	ENSG00000221859.2	353333	KRTAP10-10
ENSG00000275681	ENSG00000275681.1		
ENSG00000147533	ENSG00000147533.16	51125	GOLGA7
ENSG00000228837	ENSG00000228837.2		CBX3P6
ENSG00000280164	ENSG00000280164.1		
ENSG00000230991	ENSG00000230991.1		
ENSG00000261365	ENSG00000261365.1		
ENSG00000104687	ENSG00000104687.12	2936	GSR
ENSG00000233359	ENSG00000233359.1		
ENSG00000279998	ENSG00000279998.1		
ENSG00000218428	ENSG00000218428.1		NIP7P3
ENSG00000232982	ENSG00000232982.1		MTCO1P45
ENSG00000236326	ENSG00000236326.1		
ENSG00000182272	ENSG00000182272.11	338707	B4GALNT4
ENSG00000178425	ENSG00000178425.13	221294	NT5DC1
ENSG00000274814	ENSG00000274814.1		
ENSG00000226279	ENSG00000226279.2		RPL12P10
ENSG00000168300	ENSG00000168300.13	115294	PCMTD1
ENSG00000278955	ENSG00000278955.3		
ENSG00000260053	ENSG00000260053.2		ABCB10P4
ENSG00000280172	ENSG00000280172.1		
ENSG00000232672	ENSG00000232672.1		ACTG1P21
ENSG00000279751	ENSG00000279751.1		
ENSG00000235107	ENSG00000235107.3	6015	RING1
ENSG00000281248	ENSG00000281248.1		LINC02536
ENSG00000127564	ENSG00000127564.16	9088	PKMYT1
ENSG00000231660	ENSG00000231660.1		RPS8P6
ENSG00000189308	ENSG00000189308.10	132660	LIN54
ENSG00000013374	ENSG00000013374.15	51667	NUB1
ENSG00000117600	ENSG00000117600.12	9890	PLPPR4
ENSG00000140986	ENSG00000140986.7	6123	RPL3L
ENSG00000278788	ENSG00000278788.4	22904	SBNO2
ENSG00000249114	ENSG00000249114.1		
ENSG00000224282	ENSG00000224282.3		
ENSG00000250764	ENSG00000250764.1		
ENSG00000159335	ENSG00000159335.15	5763	PTMS
ENSG00000241739	ENSG00000241739.1		
ENSG00000274340	ENSG00000274340.1		
ENSG00000255568	ENSG00000255568.3	103091865	BRWD1-AS2
ENSG00000249774	ENSG00000249774.1		
ENSG00000250164	ENSG00000250164.1		
ENSG00000203413	ENSG00000203413.3		ACTBP6
ENSG00000248624	ENSG00000248624.1		
ENSG00000237373	ENSG00000237373.1		BRWD1-IT1
ENSG00000163606	ENSG00000163606.10	131450	CD200R1
ENSG00000253655	ENSG00000253655.2		IGJP1
ENSG00000256331	ENSG00000256331.1		NIFKP3
ENSG00000248378	ENSG00000248378.1		
ENSG00000270767	ENSG00000270767.1		
ENSG00000214108	ENSG00000214108.4		TPT1P5
ENSG00000234580	ENSG00000234580.1		
ENSG00000255977	ENSG00000255977.1		
ENSG00000233451	ENSG00000233451.1		
ENSG00000243914	ENSG00000243914.1		RPL5P14
ENSG00000227395	ENSG00000227395.1		EIF2AP4
ENSG00000249688	ENSG00000249688.1		
ENSG00000284327	ENSG00000284327.1		
ENSG00000253475	ENSG00000253475.1		
ENSG00000123500	ENSG00000123500.9	1300	COL10A1
ENSG00000282924	ENSG00000282924.1		
ENSG00000133401	ENSG00000133401.15	23037	PDZD2
ENSG00000226491	ENSG00000226491.1		FTOP1
ENSG00000141506	ENSG00000141506.13	23533	PIK3R5
ENSG00000284591	ENSG00000284591.1		
ENSG00000232202	ENSG00000232202.1		
ENSG00000155229	ENSG00000155229.20	64210	MMS19
ENSG00000249405	ENSG00000249405.1		
ENSG00000206401	ENSG00000206401.11		LY6G6E
ENSG00000267379	ENSG00000267379.1		
ENSG00000270830	ENSG00000270830.1		
ENSG00000234353	ENSG00000234353.2		
ENSG00000187189	ENSG00000187189.10	23270	TSPYL4
ENSG00000131910	ENSG00000131910.4	8431	NR0B2
ENSG00000159685	ENSG00000159685.10	84303	CHCHD6
ENSG00000211683	ENSG00000211683.3		
ENSG00000224220	ENSG00000224220.1		
ENSG00000162738	ENSG00000162738.5	57216	VANGL2
ENSG00000243804	ENSG00000243804.1	259215	LY6G6F
ENSG00000230955	ENSG00000230955.1		
ENSG00000228785	ENSG00000228785.1		HLA-Z
ENSG00000273000	ENSG00000273000.5		
ENSG00000090273	ENSG00000090273.13	10726	NUDC
ENSG00000230828	ENSG00000230828.1		
ENSG00000251601	ENSG00000251601.1		
ENSG00000204084	ENSG00000204084.12	3633	INPP5B
ENSG00000162374	ENSG00000162374.16	1996	ELAVL4
ENSG00000250360	ENSG00000250360.1		
ENSG00000138101	ENSG00000138101.18	1838	DTNB
ENSG00000127993	ENSG00000127993.15	84060	RBM48
ENSG00000237748	ENSG00000237748.1		UQCRBP1
ENSG00000251573	ENSG00000251573.2	100287592	LINC02106
ENSG00000275609	ENSG00000275609.1		
ENSG00000224799	ENSG00000224799.1		
ENSG00000183091	ENSG00000183091.19	4703	NEB
ENSG00000272578	ENSG00000272578.5		
ENSG00000248918	ENSG00000248918.2		
ENSG00000206402	ENSG00000206402.10	58530	LY6G6D
ENSG00000206402	ENSG00000206402.10	110599563	LY6G6D
ENSG00000187783	ENSG00000187783.11	643236	TMEM72
ENSG00000168081	ENSG00000168081.8	5368	PNOC
ENSG00000278734	ENSG00000278734.1		
ENSG00000156650	ENSG00000156650.12	23522	KAT6B
ENSG00000100368	ENSG00000100368.13	1439	CSF2RB
ENSG00000155026	ENSG00000155026.16	222967	RSPH10B
ENSG00000189241	ENSG00000189241.6	7259	TSPYL1
ENSG00000181404	ENSG00000181404.15	100287171	WASHC1
ENSG00000273211	ENSG00000273211.1		
ENSG00000226713	ENSG00000226713.1		MICD
ENSG00000235236	ENSG00000235236.1		
ENSG00000228315	ENSG00000228315.11	91316	GUSBP11
ENSG00000227669	ENSG00000227669.3		HLA-H
ENSG00000204421	ENSG00000204421.2	80740	LY6G6C
ENSG00000165507	ENSG00000165507.8	11067	C10orf10
ENSG00000234849	ENSG00000234849.1		HLA-W
ENSG00000178057	ENSG00000178057.14	25915	NDUFAF3
ENSG00000237021	ENSG00000237021.2	29940	
ENSG00000233239	ENSG00000233239.1		HLA-U
ENSG00000234313	ENSG00000234313.2	10255	HCG9
ENSG00000111817	ENSG00000111817.16	29940	DSE
ENSG00000040341	ENSG00000040341.17	27067	STAU2
ENSG00000229293	ENSG00000229293.1		HLA-T
ENSG00000164120	ENSG00000164120.13	3248	HPGD
ENSG00000236949	ENSG00000236949.6	30834	ZNRD1
ENSG00000239198	ENSG00000239198.1		RPL5P22
ENSG00000234504	ENSG00000234504.2		
ENSG00000253690	ENSG00000253690.1		
ENSG00000241131	ENSG00000241131.1	100507461	LINC02032
ENSG00000223462	ENSG00000223462.2		
ENSG00000237799	ENSG00000237799.2		CICP11
ENSG00000275875	ENSG00000275875.1		
ENSG00000111237	ENSG00000111237.18	51699	VPS29
ENSG00000107551	ENSG00000107551.20	83937	RASSF4
ENSG00000220125	ENSG00000220125.1		MRPL32P1
ENSG00000241792	ENSG00000241792.1		
ENSG00000197880	ENSG00000197880.8	259283	MDS2
ENSG00000229243	ENSG00000229243.1	100996624	LINC01981
ENSG00000227518	ENSG00000227518.5		
ENSG00000240015	ENSG00000240015.2		
ENSG00000225548	ENSG00000225548.5		LINC01980
ENSG00000248585	ENSG00000248585.2		
ENSG00000244650	ENSG00000244650.2		
ENSG00000273720	ENSG00000273720.1		
ENSG00000205412	ENSG00000205412.5		HNRNPA1P20
ENSG00000156735	ENSG00000156735.10	9530	BAG4
ENSG00000228587	ENSG00000228587.1		
ENSG00000249558	ENSG00000249558.1		RCC2P4
ENSG00000243347	ENSG00000243347.1		LINC02045
ENSG00000236875	ENSG00000236875.3		DDX11L5
ENSG00000282723	ENSG00000282723.1		MAPK8IP1P1
ENSG00000281927	ENSG00000281927.1		
ENSG00000178409	ENSG00000178409.13	57673	BEND3
ENSG00000198746	ENSG00000198746.12	63906	GPATCH3
ENSG00000282032	ENSG00000282032.1		
ENSG00000235493	ENSG00000235493.1		LINC01967
ENSG00000226155	ENSG00000226155.1		
ENSG00000238284	ENSG00000238284.1	101928795	LINC01448
ENSG00000231443	ENSG00000231443.2		
ENSG00000109501	ENSG00000109501.13	7466	WFS1
ENSG00000261342	ENSG00000261342.1		
ENSG00000260261	ENSG00000260261.2		
ENSG00000229161	ENSG00000229161.2		TCP1P1
ENSG00000189269	ENSG00000189269.12	51233	DRICH1
ENSG00000144867	ENSG00000144867.11	58477	SRPRB
ENSG00000176490	ENSG00000176490.4	148252	DIRAS1
ENSG00000231539	ENSG00000231539.1		
ENSG00000261019	ENSG00000261019.1		
ENSG00000249235	ENSG00000249235.1		
ENSG00000240050	ENSG00000240050.5	29940	
ENSG00000235613	ENSG00000235613.2		NSRP1P1
ENSG00000232015	ENSG00000232015.2		HSPE1P25
ENSG00000233558	ENSG00000233558.1		
ENSG00000267001	ENSG00000267001.1		
ENSG00000251529	ENSG00000251529.1		
ENSG00000116132	ENSG00000116132.11	5396	PRRX1
ENSG00000180488	ENSG00000180488.14	374986	MIGA1
ENSG00000240627	ENSG00000240627.1		
ENSG00000244723	ENSG00000244723.3		ASLP1
ENSG00000141873	ENSG00000141873.10	29985	SLC39A3
ENSG00000147465	ENSG00000147465.11	6770	STAR
ENSG00000278052	ENSG00000278052.1		
ENSG00000239930	ENSG00000239930.2	101930094	
ENSG00000016082	ENSG00000016082.14	3670	ISL1
ENSG00000248547	ENSG00000248547.2		
ENSG00000277076	ENSG00000277076.4	3805	KIR2DL4
ENSG00000160190	ENSG00000160190.13	54020	SLC37A1
ENSG00000277221	ENSG00000277221.2	474170	LRRC37A2
ENSG00000262818	ENSG00000262818.1		
ENSG00000248813	ENSG00000248813.1		
ENSG00000248878	ENSG00000248878.1		
ENSG00000129221	ENSG00000129221.15	23746	AIPL1
ENSG00000278993	ENSG00000278993.1		
